,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
56,6922,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Brazil,National Office,National Office,Latin America/Caribbean,Actual,504.0,504.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Brazil,504.0,non_regional,National Office / Partners / Partners,Brazil,504.0,,0,Brazil,2025-01-01 00:00:00,,Brazil
57,6923,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cambodia,Country Office,International Country Office,Asia/Pacific,Actual,95.0,95.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Cambodia,95.0,non_regional,Country Office,Cambodia,95.0,,0,Cambodia,2025-01-01 00:00:00,,Cambodia
58,6924,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cameroon,Country Office,International Country Office,Africa,Actual,135.82,135.82,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Cameroon,135.82,non_regional,Country Office,Cameroon,135.82,,0,Cameroon,2025-01-01 00:00:00,,Cameroon
59,6925,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Canada,National Office,National Office,North America,Actual,161.0,161.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-Canada,161.0,non_regional,National Office / Partners / Partners,Canada,161.0,,0,Canada,2025-01-01 00:00:00,,Canada
60,6927,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central African Rep.,Country Office,International Country Office,Africa,Actual,63.0,63.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Central African Rep.,63.0,non_regional,Country Office,Central African Republic,63.0,,0,Central African Republic,2025-01-01 00:00:00,,Central African Republic
61,6929,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Chile,Country Office,US Country Office,Latin America/Caribbean,Actual,114.0,114.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Chile,114.0,non_regional,Country Office,Chile,114.0,,0,Chile,2025-01-01 00:00:00,,Chile
62,6930,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-China,National Office,International Country Office,Asia/Pacific,Actual,330.0,330.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-China,330.0,non_regional,National Office / Partners,China,330.0,,0,China,2025-01-01 00:00:00,,China
63,6931,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Colombia,National Office,National Office,Latin America/Caribbean,Actual,285.0,285.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Colombia,285.0,non_regional,National Office / Partners,Colombia,285.0,,0,Colombia,2025-01-01 00:00:00,,Colombia
64,6932,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Dem. Rep. of Congo,Country Office,International Country Office,Africa,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Dem. Rep. of Congo,0.0,non_regional,Country Office,Democratic Republic of the Congo,0.0,,0,Democratic Republic of the Congo,2025-01-01 00:00:00,,Democratic Republic of the Congo
65,6933,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Denmark,National Office,National Office,Europe,Actual,81.0,81.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Denmark,81.0,non_regional,National Office / Partners,Denmark,81.0,,0,Denmark,2025-01-01 00:00:00,,Denmark
66,6934,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Ecuador,Country Office,US Country Office,Latin America/Caribbean,Actual,161.0,161.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Ecuador,161.0,non_regional,Country Office,Ecuador,161.0,,0,Ecuador,2025-01-01 00:00:00,,Ecuador
67,6936,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Finland,National Office,National Office,Europe,Actual,83.0,83.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Finland,83.0,non_regional,National Office / Partners,Finland,83.0,,0,Finland,2025-01-01 00:00:00,,Finland
68,6937,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-France,National Office,National Office,Europe,Actual,167.0,167.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-France,167.0,non_regional,National Office / Partners,France,167.0,,0,France,2025-01-01 00:00:00,,France
69,6938,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Gabon,Country Office,International Country Office,Africa,Actual,43.0,43.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Gabon,43.0,non_regional,Country Office,Gabon,43.0,,0,Gabon,2025-01-01 00:00:00,,Gabon
70,6939,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Germany,National Office,National Office,Europe,Actual,320.0,320.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Germany,320.0,non_regional,National Office / Partners,Germany,320.0,,0,Germany,2025-01-01 00:00:00,,Germany
71,6941,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Greece,National Office,National Office,Europe,Actual,30.0,30.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Greece,30.0,non_regional,National Office / Partners,Greece,30.0,,0,Greece,2025-01-01 00:00:00,,Greece
72,6944,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Hong-Kong,National Office,National Office,Asia/Pacific,Actual,15.0,15.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Hong-Kong,15.0,non_regional,National Office / Partners,"Hong Kong, Special Administrative Region of China",15.0,,0,Hong Kong,2025-01-01 00:00:00,,"Hong Kong, Special Administrative Region of China"
73,6945,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-India,National Office,National Office,Asia/Pacific,Actual,317.0,317.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-India,317.0,non_regional,National Office / Partners,India,317.0,,0,India,2025-01-01 00:00:00,,India
74,6946,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Indonesia,National Office,National Office,Asia/Pacific,Actual,682.0,682.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Indonesia,682.0,non_regional,National Office / Partners,Indonesia,682.0,,0,Indonesia,2025-01-01 00:00:00,,Indonesia
75,6947,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Italy,National Office,National Office,Europe,Actual,39.8,39.8,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Italy,39.8,non_regional,National Office / Partners,Italy,39.8,,0,Italy,2025-01-01 00:00:00,,Italy
76,6948,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Japan,National Office,National Office,Asia/Pacific,Actual,295.0,295.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Japan,295.0,non_regional,National Office / Partners,Japan,295.0,,0,Japan,2025-01-01 00:00:00,,Japan
77,6949,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Kenya,National Office,National Office,Africa,Actual,256.0,256.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Kenya,256.0,non_regional,National Office / Partners,Kenya,256.0,,0,Kenya,2025-01-01 00:00:00,,Kenya
78,6950,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Korea,National Office,National Office,Asia/Pacific,Actual,33.0,33.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Korea,33.0,non_regional,National Office / Partners,South Korea,33.0,,0,"Korea, Republic of",2025-01-01 00:00:00,,South Korea
